kra17 kra79
1119.04 9.19411e-16 9.24812e-16
1120.16 9.20044e-16 9.25531e-16
1121.28 9.20677e-16 9.26251e-16
1122.4 9.2131e-16 9.26971e-16
1123.52 9.21945e-16 9.27691e-16
1124.65 9.2258e-16 9.28412e-16
1125.77 9.23216e-16 9.29133e-16
1126.9 9.23852e-16 9.29855e-16
1128.02 9.24489e-16 9.30577e-16
1129.15 9.25127e-16 9.313e-16
1130.28 9.25765e-16 9.32023e-16
1131.41 9.26404e-16 9.32746e-16
1132.54 9.27043e-16 9.3347e-16
1133.68 9.27683e-16 9.34194e-16
1134.81 9.28324e-16 9.34919e-16
1135.94 9.28966e-16 9.35645e-16
1137.08 9.29608e-16 9.3637e-16
1138.22 9.3025e-16 9.37096e-16
1139.36 9.30894e-16 9.37823e-16
1140.49 9.31538e-16 9.3855e-16
1141.63 9.32182e-16 9.39277e-16
1142.78 9.32828e-16 9.40005e-16
1143.92 9.33474e-16 9.40734e-16
1145.06 9.3412e-16 9.41462e-16
1146.21 9.34767e-16 9.42192e-16
1147.35 9.35415e-16 9.42921e-16
1148.5 9.36064e-16 9.43651e-16
1149.65 9.36713e-16 9.44382e-16
1150.8 9.37363e-16 9.45113e-16
1151.95 9.38013e-16 9.45845e-16
1153.1 9.38664e-16 9.46576e-16
1154.26 9.39316e-16 9.47309e-16
1155.41 9.39969e-16 9.48042e-16
1156.57 9.40622e-16 9.48775e-16
1157.72 9.41275e-16 9.49508e-16
1158.88 9.4193e-16 9.50243e-16
1160.04 9.42585e-16 9.50977e-16
1161.2 9.43241e-16 9.51712e-16
1162.36 9.43897e-16 9.52448e-16
1163.52 9.44554e-16 9.53184e-16
1164.69 9.45212e-16 9.5392e-16
1165.85 9.4587e-16 9.54657e-16
1167.02 9.46529e-16 9.55394e-16
1168.18 9.47189e-16 9.56132e-16
1169.35 9.47849e-16 9.5687e-16
1170.52 9.4851e-16 9.57608e-16
1171.69 9.49171e-16 9.58347e-16
1172.86 9.49834e-16 9.59087e-16
1174.04 9.50497e-16 9.59827e-16
1175.21 9.5116e-16 9.60567e-16
1176.39 9.51825e-16 9.61308e-16
1177.56 9.5249e-16 9.62049e-16
1178.74 9.53155e-16 9.62791e-16
1179.92 9.53821e-16 9.63533e-16
1181.1 9.54488e-16 9.64276e-16
1182.28 9.55156e-16 9.65019e-16
1183.46 9.55824e-16 9.65762e-16
1184.64 9.56493e-16 9.66506e-16
1185.83 9.57163e-16 9.6725e-16
1187.02 9.57833e-16 9.67995e-16
1188.2 9.58504e-16 9.68741e-16
1189.39 9.59176e-16 9.69486e-16
1190.58 9.59848e-16 9.70232e-16
1191.77 9.60521e-16 9.70979e-16
1192.96 9.61194e-16 9.71726e-16
1194.16 9.61869e-16 9.72474e-16
1195.35 9.62544e-16 9.73222e-16
1196.54 9.63219e-16 9.7397e-16
1197.74 9.63896e-16 9.74719e-16
1198.94 9.64573e-16 9.75468e-16
1200.14 9.6525e-16 9.76218e-16
1201.34 9.65929e-16 9.76968e-16
1202.54 9.66608e-16 9.77719e-16
1203.74 9.67288e-16 9.7847e-16
1204.95 9.67968e-16 9.79222e-16
1206.15 9.68649e-16 9.79974e-16
1207.36 9.69331e-16 9.80726e-16
1208.56 9.70013e-16 9.81479e-16
1209.77 9.70696e-16 9.82232e-16
1210.98 9.7138e-16 9.82986e-16
1212.19 9.72065e-16 9.8374e-16
1213.41 9.7275e-16 9.84495e-16
1214.62 9.73436e-16 9.8525e-16
1215.83 9.74122e-16 9.86006e-16
1217.05 9.74809e-16 9.86762e-16
1218.27 9.75497e-16 9.87518e-16
1219.48 9.76186e-16 9.88275e-16
1220.7 9.76875e-16 9.89033e-16
1221.92 9.77565e-16 9.89791e-16
1223.15 9.78256e-16 9.90549e-16
1224.37 9.78947e-16 9.91308e-16
1225.59 9.79639e-16 9.92067e-16
1226.82 9.80332e-16 9.92827e-16
1228.05 9.81026e-16 9.93587e-16
1229.27 9.8172e-16 9.94347e-16
1230.5 9.82415e-16 9.95108e-16
1231.73 9.8311e-16 9.9587e-16
1232.97 9.83806e-16 9.96632e-16
1234.2 9.84503e-16 9.97394e-16
1235.43 9.85201e-16 9.98157e-16
1236.67 9.85899e-16 9.9892e-16
1237.91 9.86598e-16 9.99684e-16
1239.14 9.87298e-16 1.00045e-15
1240.38 9.87998e-16 1.00121e-15
1241.62 9.88699e-16 1.00198e-15
1242.86 9.89401e-16 1.00274e-15
1244.11 9.90104e-16 1.00351e-15
1245.35 9.90807e-16 1.00428e-15
1246.6 9.91511e-16 1.00504e-15
1247.84 9.92216e-16 1.00581e-15
1249.09 9.92921e-16 1.00658e-15
1250.34 9.93627e-16 1.00735e-15
1251.59 9.94334e-16 1.00812e-15
1252.84 9.95041e-16 1.00888e-15
1254.1 9.95749e-16 1.00965e-15
1255.35 9.96458e-16 1.01042e-15
1256.6 9.97168e-16 1.01119e-15
1257.86 9.97878e-16 1.01197e-15
1259.12 9.98589e-16 1.01274e-15
1260.38 9.99301e-16 1.01351e-15
1261.64 1.00001e-15 1.01428e-15
1262.9 1.00073e-15 1.01505e-15
1264.16 1.00144e-15 1.01583e-15
1265.43 1.00215e-15 1.0166e-15
1266.69 1.00287e-15 1.01738e-15
1267.96 1.00359e-15 1.01815e-15
1269.23 1.0043e-15 1.01892e-15
1270.5 1.00502e-15 1.0197e-15
1271.77 1.00574e-15 1.02048e-15
1273.04 1.00646e-15 1.02125e-15
1274.31 1.00718e-15 1.02203e-15
1275.59 1.0079e-15 1.02281e-15
1276.86 1.00862e-15 1.02358e-15
1278.14 1.00934e-15 1.02436e-15
1279.42 1.01006e-15 1.02514e-15
1280.7 1.01079e-15 1.02592e-15
1281.98 1.01151e-15 1.0267e-15
1283.26 1.01223e-15 1.02748e-15
1284.54 1.01296e-15 1.02826e-15
1285.83 1.01369e-15 1.02904e-15
1287.11 1.01441e-15 1.02982e-15
1288.4 1.01514e-15 1.03061e-15
1289.69 1.01587e-15 1.03139e-15
1290.98 1.0166e-15 1.03217e-15
1292.27 1.01733e-15 1.03295e-15
1293.56 1.01806e-15 1.03374e-15
1294.85 1.01879e-15 1.03452e-15
1296.15 1.01952e-15 1.03531e-15
1297.45 1.02025e-15 1.03609e-15
1298.74 1.02099e-15 1.03688e-15
1300.04 1.02172e-15 1.03766e-15
1301.34 1.02245e-15 1.03845e-15
1302.64 1.02319e-15 1.03924e-15
1303.95 1.02393e-15 1.04002e-15
1305.25 1.02466e-15 1.04081e-15
1306.56 1.0254e-15 1.0416e-15
1307.86 1.02614e-15 1.04239e-15
1309.17 1.02688e-15 1.04318e-15
1310.48 1.02762e-15 1.04397e-15
1311.79 1.02836e-15 1.04476e-15
1313.1 1.0291e-15 1.04555e-15
1314.41 1.02984e-15 1.04634e-15
1315.73 1.03059e-15 1.04713e-15
1317.04 1.03133e-15 1.04792e-15
1318.36 1.03207e-15 1.04872e-15
1319.68 1.03282e-15 1.04951e-15
1321 1.03357e-15 1.0503e-15
1322.32 1.03431e-15 1.0511e-15
1323.64 1.03506e-15 1.05189e-15
1324.97 1.03581e-15 1.05269e-15
1326.29 1.03656e-15 1.05348e-15
1327.62 1.03731e-15 1.05428e-15
1328.95 1.03806e-15 1.05507e-15
1330.27 1.03881e-15 1.05587e-15
1331.6 1.03956e-15 1.05667e-15
1332.94 1.04031e-15 1.05746e-15
1334.27 1.04107e-15 1.05826e-15
1335.6 1.04182e-15 1.05906e-15
1336.94 1.04258e-15 1.05986e-15
1338.28 1.04333e-15 1.06066e-15
1339.61 1.04409e-15 1.06146e-15
1340.95 1.04484e-15 1.06226e-15
1342.29 1.0456e-15 1.06306e-15
1343.64 1.04636e-15 1.06386e-15
1344.98 1.04712e-15 1.06466e-15
1346.33 1.04788e-15 1.06546e-15
1347.67 1.04864e-15 1.06627e-15
1349.02 1.0494e-15 1.06707e-15
1350.37 1.05017e-15 1.06787e-15
1351.72 1.05093e-15 1.06868e-15
1353.07 1.05169e-15 1.06948e-15
1354.42 1.05246e-15 1.07029e-15
1355.78 1.05322e-15 1.07109e-15
1357.13 1.05399e-15 1.0719e-15
1358.49 1.05476e-15 1.0727e-15
1359.85 1.05553e-15 1.07351e-15
1361.21 1.05629e-15 1.07432e-15
1362.57 1.05706e-15 1.07512e-15
1363.93 1.05783e-15 1.07593e-15
1365.3 1.0586e-15 1.07674e-15
1366.66 1.05938e-15 1.07755e-15
1368.03 1.06015e-15 1.07836e-15
1369.4 1.06092e-15 1.07917e-15
1370.77 1.0617e-15 1.07998e-15
1372.14 1.06247e-15 1.08079e-15
1373.51 1.06325e-15 1.0816e-15
1374.88 1.06402e-15 1.08241e-15
1376.26 1.0648e-15 1.08323e-15
1377.63 1.06558e-15 1.08404e-15
1379.01 1.06636e-15 1.08485e-15
1380.39 1.06714e-15 1.08567e-15
1381.77 1.06792e-15 1.08648e-15
1383.15 1.0687e-15 1.08729e-15
1384.54 1.06948e-15 1.08811e-15
1385.92 1.07026e-15 1.08893e-15
1387.31 1.07105e-15 1.08974e-15
1388.69 1.07183e-15 1.09056e-15
1390.08 1.07261e-15 1.09137e-15
1391.47 1.0734e-15 1.09219e-15
1392.86 1.07419e-15 1.09301e-15
1394.26 1.07497e-15 1.09383e-15
1395.65 1.07576e-15 1.09465e-15
1397.05 1.07655e-15 1.09547e-15
1398.44 1.07734e-15 1.09629e-15
1399.84 1.07813e-15 1.09711e-15
1401.24 1.07892e-15 1.09793e-15
1402.64 1.07971e-15 1.09875e-15
1404.05 1.08051e-15 1.09957e-15
1405.45 1.0813e-15 1.10039e-15
1406.86 1.08209e-15 1.10121e-15
1408.26 1.08289e-15 1.10204e-15
1409.67 1.08369e-15 1.10286e-15
1411.08 1.08448e-15 1.10368e-15
1412.49 1.08528e-15 1.10451e-15
1413.9 1.08608e-15 1.10533e-15
1415.32 1.08688e-15 1.10616e-15
1416.73 1.08768e-15 1.10698e-15
1418.15 1.08848e-15 1.10781e-15
1419.57 1.08928e-15 1.10864e-15
1420.99 1.09008e-15 1.10946e-15
1422.41 1.09089e-15 1.11029e-15
1423.83 1.09169e-15 1.11112e-15
1425.25 1.09249e-15 1.11195e-15
1426.68 1.0933e-15 1.11278e-15
1428.11 1.09411e-15 1.11361e-15
1429.53 1.09491e-15 1.11444e-15
1430.96 1.09572e-15 1.11527e-15
1432.4 1.09653e-15 1.1161e-15
1433.83 1.09734e-15 1.11693e-15
1435.26 1.09815e-15 1.11776e-15
1436.7 1.09896e-15 1.11859e-15
1438.13 1.09977e-15 1.11943e-15
1439.57 1.10059e-15 1.12026e-15
1441.01 1.1014e-15 1.12109e-15
1442.45 1.10222e-15 1.12193e-15
1443.89 1.10303e-15 1.12276e-15
1445.34 1.10385e-15 1.1236e-15
1446.78 1.10466e-15 1.12443e-15
1448.23 1.10548e-15 1.12527e-15
1449.68 1.1063e-15 1.1261e-15
1451.13 1.10712e-15 1.12694e-15
1452.58 1.10794e-15 1.12778e-15
1454.03 1.10876e-15 1.12862e-15
1455.49 1.10958e-15 1.12945e-15
1456.94 1.11041e-15 1.13029e-15
1458.4 1.11123e-15 1.13113e-15
1459.86 1.11205e-15 1.13197e-15
1461.32 1.11288e-15 1.13281e-15
1462.78 1.1137e-15 1.13365e-15
1464.24 1.11453e-15 1.13449e-15
1465.71 1.11536e-15 1.13534e-15
1467.17 1.11619e-15 1.13618e-15
1468.64 1.11702e-15 1.13702e-15
1470.11 1.11785e-15 1.13786e-15
1471.58 1.11868e-15 1.13871e-15
1473.05 1.11951e-15 1.13955e-15
1474.52 1.12034e-15 1.14039e-15
1476 1.12118e-15 1.14124e-15
1477.47 1.12201e-15 1.14208e-15
1478.95 1.12285e-15 1.14293e-15
1480.43 1.12368e-15 1.14378e-15
1481.91 1.12452e-15 1.14462e-15
1483.39 1.12536e-15 1.14547e-15
1484.87 1.12619e-15 1.14632e-15
1486.36 1.12703e-15 1.14717e-15
1487.85 1.12787e-15 1.14801e-15
1489.33 1.12871e-15 1.14886e-15
1490.82 1.12956e-15 1.14971e-15
1492.31 1.1304e-15 1.15056e-15
1493.81 1.13124e-15 1.15141e-15
1495.3 1.13209e-15 1.15226e-15
1496.79 1.13293e-15 1.15312e-15
1498.29 1.13378e-15 1.15397e-15
1499.79 1.13462e-15 1.15482e-15
1501.29 1.13547e-15 1.15567e-15
1502.79 1.13632e-15 1.15653e-15
1504.29 1.13717e-15 1.15738e-15
1505.8 1.13802e-15 1.15823e-15
1507.3 1.13887e-15 1.15909e-15
1508.81 1.13972e-15 1.15994e-15
1510.32 1.14058e-15 1.1608e-15
1511.83 1.14143e-15 1.16166e-15
1513.34 1.14229e-15 1.16251e-15
1514.86 1.14314e-15 1.16337e-15
1516.37 1.144e-15 1.16423e-15
1517.89 1.14485e-15 1.16509e-15
1519.4 1.14571e-15 1.16594e-15
1520.92 1.14657e-15 1.1668e-15
1522.44 1.14743e-15 1.16766e-15
1523.97 1.14829e-15 1.16852e-15
1525.49 1.14915e-15 1.16938e-15
1527.02 1.15001e-15 1.17024e-15
1528.54 1.15088e-15 1.1711e-15
1530.07 1.15174e-15 1.17197e-15
1531.6 1.15261e-15 1.17283e-15
1533.13 1.15347e-15 1.17369e-15
1534.67 1.15434e-15 1.17455e-15
1536.2 1.15521e-15 1.17542e-15
1537.74 1.15607e-15 1.17628e-15
1539.28 1.15694e-15 1.17715e-15
1540.81 1.15781e-15 1.17801e-15
1542.36 1.15868e-15 1.17888e-15
1543.9 1.15956e-15 1.17974e-15
1545.44 1.16043e-15 1.18061e-15
1546.99 1.1613e-15 1.18148e-15
1548.53 1.16218e-15 1.18234e-15
1550.08 1.16305e-15 1.18321e-15
1551.63 1.16393e-15 1.18408e-15
1553.18 1.16481e-15 1.18495e-15
1554.74 1.16568e-15 1.18582e-15
1556.29 1.16656e-15 1.18669e-15
1557.85 1.16744e-15 1.18756e-15
1559.41 1.16832e-15 1.18843e-15
1560.97 1.1692e-15 1.1893e-15
1562.53 1.17009e-15 1.19017e-15
1564.09 1.17097e-15 1.19104e-15
1565.65 1.17185e-15 1.19192e-15
1567.22 1.17274e-15 1.19279e-15
1568.79 1.17362e-15 1.19366e-15
1570.36 1.17451e-15 1.19454e-15
1571.93 1.1754e-15 1.19541e-15
1573.5 1.17629e-15 1.19629e-15
1575.07 1.17718e-15 1.19716e-15
1576.65 1.17807e-15 1.19804e-15
1578.22 1.17896e-15 1.19891e-15
1579.8 1.17985e-15 1.19979e-15
1581.38 1.18074e-15 1.20067e-15
1582.96 1.18164e-15 1.20155e-15
1584.55 1.18253e-15 1.20242e-15
1586.13 1.18343e-15 1.2033e-15
1587.72 1.18432e-15 1.20418e-15
1589.3 1.18522e-15 1.20506e-15
1590.89 1.18612e-15 1.20594e-15
1592.48 1.18702e-15 1.20682e-15
1594.08 1.18792e-15 1.2077e-15
1595.67 1.18882e-15 1.20859e-15
1597.27 1.18972e-15 1.20947e-15
1598.86 1.19063e-15 1.21035e-15
1600.46 1.19153e-15 1.21123e-15
1602.06 1.19243e-15 1.21212e-15
1603.66 1.19334e-15 1.213e-15
1605.27 1.19425e-15 1.21389e-15
1606.87 1.19515e-15 1.21477e-15
1608.48 1.19606e-15 1.21566e-15
1610.09 1.19697e-15 1.21654e-15
1611.7 1.19788e-15 1.21743e-15
1613.31 1.19879e-15 1.21831e-15
1614.92 1.1997e-15 1.2192e-15
1616.54 1.20062e-15 1.22009e-15
1618.16 1.20153e-15 1.22098e-15
1619.77 1.20244e-15 1.22187e-15
1621.39 1.20336e-15 1.22276e-15
1623.01 1.20428e-15 1.22365e-15
1624.64 1.20519e-15 1.22454e-15
1626.26 1.20611e-15 1.22543e-15
1627.89 1.20703e-15 1.22632e-15
1629.52 1.20795e-15 1.22721e-15
1631.15 1.20887e-15 1.2281e-15
1632.78 1.20979e-15 1.22899e-15
1634.41 1.21072e-15 1.22989e-15
1636.04 1.21164e-15 1.23078e-15
1637.68 1.21257e-15 1.23167e-15
1639.32 1.21349e-15 1.23257e-15
1640.96 1.21442e-15 1.23346e-15
1642.6 1.21535e-15 1.23436e-15
1644.24 1.21627e-15 1.23525e-15
1645.89 1.2172e-15 1.23615e-15
1647.53 1.21813e-15 1.23705e-15
1649.18 1.21907e-15 1.23794e-15
1650.83 1.22e-15 1.23884e-15
1652.48 1.22093e-15 1.23974e-15
1654.13 1.22186e-15 1.24064e-15
1655.79 1.2228e-15 1.24154e-15
1657.44 1.22374e-15 1.24244e-15
1659.1 1.22467e-15 1.24334e-15
1660.76 1.22561e-15 1.24424e-15
1662.42 1.22655e-15 1.24514e-15
1664.08 1.22749e-15 1.24604e-15
1665.75 1.22843e-15 1.24694e-15
1667.41 1.22937e-15 1.24784e-15
1669.08 1.23031e-15 1.24875e-15
1670.75 1.23126e-15 1.24965e-15
1672.42 1.2322e-15 1.25056e-15
1674.09 1.23315e-15 1.25146e-15
1675.76 1.23409e-15 1.25236e-15
1677.44 1.23504e-15 1.25327e-15
1679.12 1.23599e-15 1.25418e-15
1680.8 1.23694e-15 1.25508e-15
1682.48 1.23789e-15 1.25599e-15
1684.16 1.23884e-15 1.2569e-15
1685.84 1.23979e-15 1.2578e-15
1687.53 1.24074e-15 1.25871e-15
1689.22 1.2417e-15 1.25962e-15
1690.91 1.24265e-15 1.26053e-15
1692.6 1.24361e-15 1.26144e-15
1694.29 1.24456e-15 1.26235e-15
1695.98 1.24552e-15 1.26326e-15
1697.68 1.24648e-15 1.26417e-15
1699.38 1.24744e-15 1.26508e-15
1701.08 1.2484e-15 1.26599e-15
1702.78 1.24936e-15 1.26691e-15
1704.48 1.25032e-15 1.26782e-15
1706.19 1.25129e-15 1.26873e-15
1707.89 1.25225e-15 1.26965e-15
1709.6 1.25322e-15 1.27056e-15
1711.31 1.25418e-15 1.27148e-15
1713.02 1.25515e-15 1.27239e-15
1714.73 1.25612e-15 1.27331e-15
1716.45 1.25709e-15 1.27422e-15
1718.17 1.25806e-15 1.27514e-15
1719.88 1.25903e-15 1.27606e-15
1721.6 1.26e-15 1.27697e-15
1723.32 1.26098e-15 1.27789e-15
1725.05 1.26195e-15 1.27881e-15
1726.77 1.26292e-15 1.27973e-15
1728.5 1.2639e-15 1.28065e-15
1730.23 1.26488e-15 1.28157e-15
1731.96 1.26586e-15 1.28249e-15
1733.69 1.26683e-15 1.28341e-15
1735.42 1.26781e-15 1.28433e-15
1737.16 1.2688e-15 1.28525e-15
1738.9 1.26978e-15 1.28618e-15
1740.64 1.27076e-15 1.2871e-15
1742.38 1.27174e-15 1.28802e-15
1744.12 1.27273e-15 1.28895e-15
1745.86 1.27371e-15 1.28987e-15
1747.61 1.2747e-15 1.2908e-15
1749.36 1.27569e-15 1.29172e-15
1751.11 1.27668e-15 1.29265e-15
1752.86 1.27767e-15 1.29357e-15
1754.61 1.27866e-15 1.2945e-15
1756.36 1.27965e-15 1.29543e-15
1758.12 1.28064e-15 1.29636e-15
1759.88 1.28164e-15 1.29728e-15
1761.64 1.28263e-15 1.29821e-15
1763.4 1.28363e-15 1.29914e-15
1765.16 1.28462e-15 1.30007e-15
1766.93 1.28562e-15 1.301e-15
1768.7 1.28662e-15 1.30193e-15
1770.46 1.28762e-15 1.30286e-15
1772.24 1.28862e-15 1.30379e-15
1774.01 1.28962e-15 1.30473e-15
1775.78 1.29063e-15 1.30566e-15
1777.56 1.29163e-15 1.30659e-15
1779.33 1.29263e-15 1.30753e-15
1781.11 1.29364e-15 1.30846e-15
1782.9 1.29465e-15 1.30939e-15
1784.68 1.29565e-15 1.31033e-15
1786.46 1.29666e-15 1.31126e-15
1788.25 1.29767e-15 1.3122e-15
1790.04 1.29868e-15 1.31314e-15
1791.83 1.2997e-15 1.31407e-15
1793.62 1.30071e-15 1.31501e-15
1795.41 1.30172e-15 1.31595e-15
1797.21 1.30274e-15 1.31689e-15
1799.01 1.30375e-15 1.31782e-15
1800.8 1.30477e-15 1.31876e-15
1802.61 1.30579e-15 1.3197e-15
1804.41 1.30681e-15 1.32064e-15
1806.21 1.30783e-15 1.32158e-15
1808.02 1.30885e-15 1.32252e-15
1809.83 1.30987e-15 1.32347e-15
1811.64 1.31089e-15 1.32441e-15
1813.45 1.31192e-15 1.32535e-15
1815.26 1.31294e-15 1.32629e-15
1817.08 1.31397e-15 1.32724e-15
1818.89 1.31499e-15 1.32818e-15
1820.71 1.31602e-15 1.32913e-15
1822.53 1.31705e-15 1.33007e-15
1824.36 1.31808e-15 1.33102e-15
1826.18 1.31911e-15 1.33196e-15
1828.01 1.32015e-15 1.33291e-15
1829.83 1.32118e-15 1.33385e-15
1831.66 1.32221e-15 1.3348e-15
1833.5 1.32325e-15 1.33575e-15
1835.33 1.32428e-15 1.3367e-15
1837.16 1.32532e-15 1.33765e-15
1839 1.32636e-15 1.3386e-15
1840.84 1.3274e-15 1.33955e-15
1842.68 1.32844e-15 1.3405e-15
1844.52 1.32948e-15 1.34145e-15
1846.37 1.33052e-15 1.3424e-15
1848.22 1.33157e-15 1.34335e-15
1850.06 1.33261e-15 1.3443e-15
1851.91 1.33366e-15 1.34525e-15
1853.77 1.33471e-15 1.34621e-15
1855.62 1.33575e-15 1.34716e-15
1857.48 1.3368e-15 1.34811e-15
1859.33 1.33785e-15 1.34907e-15
1861.19 1.3389e-15 1.35002e-15
1863.05 1.33996e-15 1.35098e-15
1864.92 1.34101e-15 1.35193e-15
1866.78 1.34206e-15 1.35289e-15
1868.65 1.34312e-15 1.35385e-15
1870.52 1.34417e-15 1.3548e-15
1872.39 1.34523e-15 1.35576e-15
1874.26 1.34629e-15 1.35672e-15
1876.13 1.34735e-15 1.35768e-15
1878.01 1.34841e-15 1.35864e-15
1879.89 1.34947e-15 1.3596e-15
1881.77 1.35053e-15 1.36056e-15
1883.65 1.3516e-15 1.36152e-15
1885.53 1.35266e-15 1.36248e-15
1887.42 1.35373e-15 1.36344e-15
1889.31 1.35479e-15 1.3644e-15
1891.2 1.35586e-15 1.36537e-15
1893.09 1.35693e-15 1.36633e-15
1894.98 1.358e-15 1.36729e-15
1896.87 1.35907e-15 1.36826e-15
1898.77 1.36014e-15 1.36922e-15
1900.67 1.36122e-15 1.37019e-15
1902.57 1.36229e-15 1.37115e-15
1904.47 1.36337e-15 1.37212e-15
1906.38 1.36444e-15 1.37308e-15
1908.28 1.36552e-15 1.37405e-15
1910.19 1.3666e-15 1.37502e-15
1912.1 1.36768e-15 1.37599e-15
1914.01 1.36876e-15 1.37695e-15
1915.93 1.36984e-15 1.37792e-15
1917.84 1.37093e-15 1.37889e-15
1919.76 1.37201e-15 1.37986e-15
1921.68 1.37309e-15 1.38083e-15
1923.6 1.37418e-15 1.3818e-15
1925.53 1.37527e-15 1.38277e-15
1927.45 1.37636e-15 1.38375e-15
1929.38 1.37745e-15 1.38472e-15
1931.31 1.37854e-15 1.38569e-15
1933.24 1.37963e-15 1.38666e-15
1935.17 1.38072e-15 1.38764e-15
1937.11 1.38181e-15 1.38861e-15
1939.05 1.38291e-15 1.38959e-15
1940.99 1.38401e-15 1.39056e-15
1942.93 1.3851e-15 1.39154e-15
1944.87 1.3862e-15 1.39251e-15
1946.81 1.3873e-15 1.39349e-15
1948.76 1.3884e-15 1.39447e-15
1950.71 1.3895e-15 1.39544e-15
1952.66 1.3906e-15 1.39642e-15
1954.61 1.39171e-15 1.3974e-15
1956.57 1.39281e-15 1.39838e-15
1958.52 1.39392e-15 1.39936e-15
1960.48 1.39503e-15 1.40034e-15
1962.44 1.39613e-15 1.40132e-15
1964.41 1.39724e-15 1.4023e-15
1966.37 1.39835e-15 1.40328e-15
1968.34 1.39947e-15 1.40426e-15
1970.31 1.40058e-15 1.40524e-15
1972.28 1.40169e-15 1.40623e-15
1974.25 1.40281e-15 1.40721e-15
1976.22 1.40392e-15 1.40819e-15
1978.2 1.40504e-15 1.40918e-15
1980.18 1.40616e-15 1.41016e-15
1982.16 1.40728e-15 1.41115e-15
1984.14 1.4084e-15 1.41213e-15
1986.12 1.40952e-15 1.41312e-15
1988.11 1.41064e-15 1.4141e-15
1990.1 1.41177e-15 1.41509e-15
1992.09 1.41289e-15 1.41608e-15
1994.08 1.41402e-15 1.41707e-15
1996.07 1.41514e-15 1.41805e-15
1998.07 1.41627e-15 1.41904e-15
2000.07 1.41739e-15 1.42003e-15
2002.07 1.41821e-15 1.42102e-15
2004.07 1.41904e-15 1.42201e-15
2006.07 1.41986e-15 1.423e-15
2008.08 1.42068e-15 1.42399e-15
2010.09 1.42151e-15 1.42499e-15
2012.1 1.42234e-15 1.42598e-15
2014.11 1.42316e-15 1.42697e-15
2016.12 1.42399e-15 1.42796e-15
2018.14 1.42482e-15 1.42896e-15
2020.16 1.42565e-15 1.42995e-15
2022.18 1.42648e-15 1.43095e-15
2024.2 1.42731e-15 1.43194e-15
2026.23 1.42814e-15 1.43294e-15
2028.25 1.42898e-15 1.43393e-15
2030.28 1.42981e-15 1.43493e-15
2032.31 1.43065e-15 1.43593e-15
2034.34 1.43148e-15 1.43692e-15
2036.38 1.43232e-15 1.43792e-15
2038.41 1.43316e-15 1.43892e-15
2040.45 1.43399e-15 1.43992e-15
2042.49 1.43483e-15 1.44092e-15
2044.53 1.43567e-15 1.44192e-15
2046.58 1.43651e-15 1.44292e-15
2048.63 1.43735e-15 1.44392e-15
2050.67 1.4382e-15 1.44492e-15
2052.72 1.43904e-15 1.44592e-15
2054.78 1.43988e-15 1.44692e-15
2056.83 1.44073e-15 1.44793e-15
2058.89 1.44157e-15 1.44893e-15
2060.95 1.44242e-15 1.44993e-15
2063.01 1.44327e-15 1.45094e-15
2065.07 1.44412e-15 1.45194e-15
2067.14 1.44496e-15 1.45295e-15
2069.2 1.44581e-15 1.45395e-15
2071.27 1.44666e-15 1.45496e-15
2073.34 1.44752e-15 1.45597e-15
2075.42 1.44837e-15 1.45697e-15
2077.49 1.44922e-15 1.45798e-15
2079.57 1.45008e-15 1.45899e-15
2081.65 1.45093e-15 1.46e-15
2083.73 1.45179e-15 1.46101e-15
2085.82 1.45264e-15 1.46201e-15
2087.9 1.4535e-15 1.46302e-15
2089.99 1.45436e-15 1.46403e-15
2092.08 1.45522e-15 1.46505e-15
2094.17 1.45608e-15 1.46606e-15
2096.27 1.45694e-15 1.46707e-15
2098.36 1.4578e-15 1.46808e-15
2100.46 1.45866e-15 1.46909e-15
2102.56 1.45953e-15 1.47011e-15
2104.66 1.46039e-15 1.47112e-15
2106.77 1.46126e-15 1.47213e-15
2108.87 1.46212e-15 1.47315e-15
2110.98 1.46299e-15 1.47416e-15
2113.09 1.46386e-15 1.47518e-15
2115.21 1.46473e-15 1.4762e-15
2117.32 1.4656e-15 1.47721e-15
2119.44 1.46647e-15 1.47823e-15
2121.56 1.46734e-15 1.47925e-15
2123.68 1.46821e-15 1.48026e-15
2125.81 1.46908e-15 1.48128e-15
2127.93 1.46996e-15 1.4823e-15
2130.06 1.47083e-15 1.48332e-15
2132.19 1.47171e-15 1.48434e-15
2134.32 1.47259e-15 1.48536e-15
2136.46 1.47346e-15 1.48638e-15
2138.59 1.47434e-15 1.4874e-15
2140.73 1.47522e-15 1.48843e-15
2142.87 1.4761e-15 1.48945e-15
2145.01 1.47698e-15 1.49047e-15
2147.16 1.47786e-15 1.49149e-15
2149.31 1.47875e-15 1.49252e-15
2151.46 1.47963e-15 1.49354e-15
2153.61 1.48051e-15 1.49457e-15
2155.76 1.4814e-15 1.49559e-15
2157.92 1.48229e-15 1.49662e-15
2160.07 1.48317e-15 1.49764e-15
2162.23 1.48406e-15 1.49867e-15
2164.4 1.48495e-15 1.4997e-15
2166.56 1.48584e-15 1.50072e-15
2168.73 1.48673e-15 1.50175e-15
2170.9 1.48762e-15 1.50278e-15
2173.07 1.48851e-15 1.50381e-15
2175.24 1.48941e-15 1.50484e-15
2177.42 1.4903e-15 1.50587e-15
