kra17 kra79
43.9848 4.49849e-17 4.71179e-17
44.0288 4.50307e-17 4.71649e-17
44.0728 4.50766e-17 4.72119e-17
44.1169 4.51225e-17 4.7259e-17
44.161 4.51684e-17 4.73061e-17
44.2052 4.52144e-17 4.73533e-17
44.2494 4.52605e-17 4.74005e-17
44.2936 4.53066e-17 4.74478e-17
44.3379 4.53527e-17 4.74951e-17
44.3823 4.53989e-17 4.75425e-17
44.4267 4.54452e-17 4.75899e-17
44.4711 4.54914e-17 4.76374e-17
44.5156 4.55378e-17 4.76849e-17
44.5601 4.55841e-17 4.77324e-17
44.6046 4.56306e-17 4.778e-17
44.6492 4.5677e-17 4.78277e-17
44.6939 4.57235e-17 4.78753e-17
44.7386 4.57701e-17 4.79231e-17
44.7833 4.58167e-17 4.79709e-17
44.8281 4.58634e-17 4.80187e-17
44.8729 4.59101e-17 4.80666e-17
44.9178 4.59568e-17 4.81145e-17
44.9627 4.60036e-17 4.81625e-17
45.0077 4.60504e-17 4.82105e-17
45.0527 4.60973e-17 4.82586e-17
45.0977 4.61443e-17 4.83067e-17
45.1428 4.61912e-17 4.83549e-17
45.188 4.62383e-17 4.84031e-17
45.2332 4.62853e-17 4.84514e-17
45.2784 4.63325e-17 4.84997e-17
45.3237 4.63796e-17 4.8548e-17
45.369 4.64269e-17 4.85964e-17
45.4144 4.64741e-17 4.86449e-17
45.4598 4.65214e-17 4.86934e-17
45.5052 4.65688e-17 4.87419e-17
45.5508 4.66162e-17 4.87905e-17
45.5963 4.66636e-17 4.88392e-17
45.6419 4.67111e-17 4.88879e-17
45.6875 4.67587e-17 4.89366e-17
45.7332 4.68063e-17 4.89854e-17
45.779 4.68539e-17 4.90342e-17
45.8247 4.69016e-17 4.90831e-17
45.8706 4.69494e-17 4.9132e-17
45.9164 4.69971e-17 4.9181e-17
45.9624 4.7045e-17 4.92301e-17
46.0083 4.70929e-17 4.92791e-17
46.0543 4.71408e-17 4.93283e-17
46.1004 4.71888e-17 4.93774e-17
46.1465 4.72368e-17 4.94267e-17
46.1926 4.72849e-17 4.94759e-17
46.2388 4.7333e-17 4.95253e-17
46.2851 4.73811e-17 4.95746e-17
46.3313 4.74294e-17 4.9624e-17
46.3777 4.74776e-17 4.96735e-17
46.424 4.75259e-17 4.9723e-17
46.4705 4.75743e-17 4.97726e-17
46.5169 4.76227e-17 4.98222e-17
46.5635 4.76712e-17 4.98719e-17
46.61 4.77197e-17 4.99216e-17
46.6566 4.77682e-17 4.99713e-17
46.7033 4.78168e-17 5.00212e-17
46.75 4.78655e-17 5.0071e-17
46.7967 4.79142e-17 5.01209e-17
46.8435 4.79629e-17 5.01709e-17
46.8904 4.80117e-17 5.02209e-17
46.9373 4.80606e-17 5.02709e-17
46.9842 4.81095e-17 5.0321e-17
47.0312 4.81584e-17 5.03712e-17
47.0782 4.82074e-17 5.04214e-17
47.1253 4.82565e-17 5.04717e-17
47.1724 4.83056e-17 5.0522e-17
47.2196 4.83547e-17 5.05723e-17
47.2668 4.84039e-17 5.06227e-17
47.3141 4.84531e-17 5.06732e-17
47.3614 4.85024e-17 5.07237e-17
47.4088 4.85518e-17 5.07742e-17
47.4562 4.86012e-17 5.08248e-17
47.5036 4.86506e-17 5.08755e-17
47.5511 4.87001e-17 5.09262e-17
47.5987 4.87496e-17 5.09769e-17
47.6463 4.87992e-17 5.10277e-17
47.6939 4.88488e-17 5.10786e-17
47.7416 4.88985e-17 5.11295e-17
47.7894 4.89483e-17 5.11804e-17
47.8372 4.8998e-17 5.12314e-17
47.885 4.90479e-17 5.12825e-17
47.9329 4.90978e-17 5.13336e-17
47.9808 4.91477e-17 5.13848e-17
48.0288 4.91977e-17 5.1436e-17
48.0768 4.92477e-17 5.14872e-17
48.1249 4.92978e-17 5.15385e-17
48.173 4.93479e-17 5.15899e-17
48.2212 4.93981e-17 5.16413e-17
48.2694 4.94483e-17 5.16927e-17
48.3177 4.94986e-17 5.17442e-17
48.366 4.9549e-17 5.17958e-17
48.4144 4.95994e-17 5.18474e-17
48.4628 4.96498e-17 5.18991e-17
48.5112 4.97003e-17 5.19508e-17
48.5598 4.97508e-17 5.20025e-17
48.6083 4.98014e-17 5.20544e-17
48.6569 4.9852e-17 5.21062e-17
48.7056 4.99027e-17 5.21581e-17
48.7543 4.99535e-17 5.22101e-17
48.803 5.00043e-17 5.22621e-17
48.8518 5.00551e-17 5.23142e-17
48.9007 5.0106e-17 5.23663e-17
48.9496 5.01569e-17 5.24185e-17
48.9985 5.02079e-17 5.24707e-17
49.0475 5.0259e-17 5.2523e-17
49.0966 5.03101e-17 5.25753e-17
49.1457 5.03612e-17 5.26277e-17
49.1948 5.04124e-17 5.26801e-17
49.244 5.04637e-17 5.27326e-17
49.2933 5.0515e-17 5.27851e-17
49.3426 5.05663e-17 5.28377e-17
49.3919 5.06177e-17 5.28903e-17
49.4413 5.06692e-17 5.2943e-17
49.4907 5.07207e-17 5.29957e-17
49.5402 5.07722e-17 5.30485e-17
49.5898 5.08238e-17 5.31014e-17
49.6394 5.08755e-17 5.31543e-17
49.689 5.09272e-17 5.32072e-17
49.7387 5.0979e-17 5.32602e-17
49.7884 5.10308e-17 5.33133e-17
49.8382 5.10826e-17 5.33664e-17
49.8881 5.11346e-17 5.34195e-17
49.9379 5.11865e-17 5.34727e-17
49.9879 5.12386e-17 5.3526e-17
50.0379 5.12908e-17 5.35793e-17
50.0879 5.13431e-17 5.36327e-17
50.138 5.13955e-17 5.36861e-17
50.1881 5.14479e-17 5.37395e-17
50.2383 5.15004e-17 5.37931e-17
50.2886 5.1553e-17 5.38466e-17
50.3388 5.16056e-17 5.39003e-17
50.3892 5.16582e-17 5.39539e-17
50.4396 5.17109e-17 5.40077e-17
50.49 5.17637e-17 5.40615e-17
50.5405 5.18165e-17 5.41153e-17
50.591 5.18693e-17 5.41692e-17
50.6416 5.19223e-17 5.42231e-17
50.6923 5.19752e-17 5.42771e-17
50.743 5.20282e-17 5.43312e-17
50.7937 5.20813e-17 5.43853e-17
50.8445 5.21344e-17 5.44394e-17
50.8954 5.21876e-17 5.44937e-17
50.9462 5.22408e-17 5.45479e-17
50.9972 5.22941e-17 5.46022e-17
51.0482 5.23475e-17 5.46566e-17
51.0992 5.24008e-17 5.4711e-17
51.1503 5.24543e-17 5.47655e-17
51.2015 5.25078e-17 5.482e-17
51.2527 5.25613e-17 5.48746e-17
51.3039 5.26149e-17 5.49292e-17
51.3552 5.26686e-17 5.49839e-17
51.4066 5.27223e-17 5.50387e-17
51.458 5.27761e-17 5.50935e-17
51.5095 5.28299e-17 5.51483e-17
51.561 5.28838e-17 5.52032e-17
51.6125 5.29377e-17 5.52582e-17
51.6642 5.29917e-17 5.53132e-17
51.7158 5.30457e-17 5.53683e-17
51.7675 5.30998e-17 5.54234e-17
51.8193 5.31539e-17 5.54786e-17
51.8711 5.32081e-17 5.55338e-17
51.923 5.32624e-17 5.55891e-17
51.9749 5.33167e-17 5.56444e-17
52.0269 5.3371e-17 5.56998e-17
52.0789 5.34254e-17 5.57553e-17
52.131 5.34799e-17 5.58108e-17
52.1831 5.35344e-17 5.58663e-17
52.2353 5.3589e-17 5.59219e-17
52.2875 5.36436e-17 5.59776e-17
52.3398 5.36983e-17 5.60333e-17
52.3922 5.37531e-17 5.60891e-17
52.4446 5.38079e-17 5.61449e-17
52.497 5.38627e-17 5.62008e-17
52.5495 5.39176e-17 5.62567e-17
52.6021 5.39726e-17 5.63127e-17
52.6547 5.40276e-17 5.63688e-17
52.7073 5.40827e-17 5.64249e-17
52.76 5.41378e-17 5.6481e-17
52.8128 5.4193e-17 5.65372e-17
52.8656 5.42482e-17 5.65935e-17
52.9185 5.43035e-17 5.66498e-17
52.9714 5.43588e-17 5.67062e-17
53.0243 5.44142e-17 5.67626e-17
53.0774 5.44697e-17 5.68191e-17
53.1304 5.45252e-17 5.68757e-17
53.1836 5.45808e-17 5.69323e-17
53.2368 5.46364e-17 5.69889e-17
53.29 5.46921e-17 5.70456e-17
53.3433 5.47478e-17 5.71024e-17
53.3966 5.48036e-17 5.71592e-17
53.45 5.48594e-17 5.72161e-17
53.5035 5.49154e-17 5.7273e-17
53.557 5.49713e-17 5.733e-17
53.6105 5.50273e-17 5.73871e-17
53.6641 5.50834e-17 5.74442e-17
53.7178 5.51395e-17 5.75013e-17
53.7715 5.51957e-17 5.75585e-17
53.8253 5.52519e-17 5.76158e-17
53.8791 5.53082e-17 5.76731e-17
53.933 5.53646e-17 5.77305e-17
53.9869 5.5421e-17 5.7788e-17
54.0409 5.54774e-17 5.78455e-17
54.095 5.5534e-17 5.7903e-17
54.1491 5.55905e-17 5.79606e-17
54.2032 5.56472e-17 5.80183e-17
54.2574 5.57039e-17 5.8076e-17
54.3117 5.57606e-17 5.81338e-17
54.366 5.58174e-17 5.81916e-17
54.4203 5.58743e-17 5.82495e-17
54.4748 5.59312e-17 5.83074e-17
54.5292 5.59882e-17 5.83654e-17
54.5838 5.60452e-17 5.84235e-17
54.6384 5.61023e-17 5.84816e-17
54.693 5.61594e-17 5.85398e-17
54.7477 5.62166e-17 5.8598e-17
54.8024 5.62739e-17 5.86563e-17
54.8572 5.63312e-17 5.87146e-17
54.9121 5.63886e-17 5.8773e-17
54.967 5.6446e-17 5.88315e-17
55.022 5.65035e-17 5.889e-17
55.077 5.6561e-17 5.89486e-17
55.1321 5.66186e-17 5.90072e-17
55.1872 5.66763e-17 5.90659e-17
55.2424 5.6734e-17 5.91246e-17
55.2976 5.67918e-17 5.91835e-17
55.3529 5.68496e-17 5.92423e-17
55.4083 5.69075e-17 5.93012e-17
55.4637 5.69655e-17 5.93602e-17
55.5192 5.70235e-17 5.94192e-17
55.5747 5.70815e-17 5.94783e-17
55.6303 5.71397e-17 5.95375e-17
55.6859 5.71979e-17 5.95967e-17
55.7416 5.72561e-17 5.96559e-17
55.7973 5.73144e-17 5.97153e-17
55.8531 5.73727e-17 5.97746e-17
55.909 5.74312e-17 5.98341e-17
55.9649 5.74896e-17 5.98936e-17
56.0208 5.75482e-17 5.99531e-17
56.0769 5.76068e-17 6.00127e-17
56.1329 5.76654e-17 6.00724e-17
56.1891 5.77241e-17 6.01321e-17
56.2453 5.77829e-17 6.01919e-17
56.3015 5.78417e-17 6.02518e-17
56.3578 5.79006e-17 6.03117e-17
56.4142 5.79595e-17 6.03716e-17
56.4706 5.80185e-17 6.04317e-17
56.527 5.80776e-17 6.04917e-17
56.5836 5.81367e-17 6.05519e-17
56.6402 5.81959e-17 6.06121e-17
56.6968 5.82551e-17 6.06723e-17
56.7535 5.83144e-17 6.07326e-17
56.8102 5.83738e-17 6.0793e-17
56.8671 5.84332e-17 6.08534e-17
56.9239 5.84927e-17 6.09139e-17
56.9808 5.85522e-17 6.09745e-17
57.0378 5.86118e-17 6.10351e-17
57.0949 5.86715e-17 6.10958e-17
57.152 5.87312e-17 6.11565e-17
57.2091 5.87909e-17 6.12173e-17
57.2663 5.88508e-17 6.12781e-17
57.3236 5.89107e-17 6.1339e-17
57.3809 5.89706e-17 6.14e-17
57.4383 5.90306e-17 6.1461e-17
57.4957 5.90907e-17 6.15221e-17
57.5532 5.91508e-17 6.15832e-17
57.6108 5.9211e-17 6.16444e-17
57.6684 5.92713e-17 6.17057e-17
57.7261 5.93316e-17 6.1767e-17
57.7838 5.9392e-17 6.18284e-17
57.8416 5.94524e-17 6.18899e-17
57.8994 5.95129e-17 6.19514e-17
57.9573 5.95735e-17 6.20129e-17
58.0153 5.96341e-17 6.20745e-17
58.0733 5.96948e-17 6.21362e-17
58.1314 5.97555e-17 6.2198e-17
58.1895 5.98163e-17 6.22598e-17
58.2477 5.98771e-17 6.23216e-17
58.3059 5.99381e-17 6.23836e-17
58.3642 5.9999e-17 6.24456e-17
58.4226 6.00601e-17 6.25076e-17
58.481 6.01212e-17 6.25697e-17
58.5395 6.01824e-17 6.26319e-17
58.598 6.02436e-17 6.26941e-17
58.6566 6.03049e-17 6.27564e-17
58.7153 6.03662e-17 6.28187e-17
58.774 6.04276e-17 6.28811e-17
58.8328 6.04891e-17 6.29436e-17
58.8916 6.05506e-17 6.30061e-17
58.9505 6.06122e-17 6.30687e-17
59.0095 6.06739e-17 6.31314e-17
59.0685 6.07356e-17 6.31941e-17
59.1275 6.07974e-17 6.32569e-17
59.1867 6.08592e-17 6.33197e-17
59.2458 6.09211e-17 6.33826e-17
59.3051 6.09831e-17 6.34456e-17
59.3644 6.10451e-17 6.35086e-17
59.4238 6.11072e-17 6.35717e-17
59.4832 6.11693e-17 6.36348e-17
59.5427 6.12315e-17 6.3698e-17
59.6022 6.12938e-17 6.37613e-17
59.6618 6.13561e-17 6.38246e-17
59.7215 6.14185e-17 6.3888e-17
59.7812 6.1481e-17 6.39514e-17
59.841 6.15435e-17 6.40149e-17
59.9008 6.16061e-17 6.40785e-17
59.9607 6.16688e-17 6.41422e-17
60.0207 6.17315e-17 6.42059e-17
60.0807 6.17944e-17 6.42696e-17
60.1408 6.18573e-17 6.43334e-17
60.2009 6.19204e-17 6.43973e-17
60.2611 6.19834e-17 6.44613e-17
60.3214 6.20466e-17 6.45253e-17
60.3817 6.21098e-17 6.45893e-17
60.4421 6.2173e-17 6.46535e-17
60.5025 6.22363e-17 6.47177e-17
60.563 6.22997e-17 6.47819e-17
60.6236 6.23632e-17 6.48462e-17
60.6842 6.24267e-17 6.49106e-17
60.7449 6.24903e-17 6.49751e-17
60.8056 6.25539e-17 6.50396e-17
60.8665 6.26176e-17 6.51042e-17
60.9273 6.26814e-17 6.51688e-17
60.9882 6.27452e-17 6.52335e-17
61.0492 6.28091e-17 6.52982e-17
61.1103 6.28731e-17 6.53631e-17
61.1714 6.29371e-17 6.5428e-17
61.2326 6.30012e-17 6.54929e-17
61.2938 6.30654e-17 6.55579e-17
61.3551 6.31296e-17 6.5623e-17
61.4164 6.31939e-17 6.56881e-17
61.4779 6.32582e-17 6.57533e-17
61.5393 6.33226e-17 6.58186e-17
61.6009 6.33871e-17 6.58839e-17
61.6625 6.34516e-17 6.59493e-17
61.7241 6.35162e-17 6.60148e-17
61.7859 6.35809e-17 6.60803e-17
61.8477 6.36456e-17 6.61459e-17
61.9095 6.37104e-17 6.62115e-17
61.9714 6.37753e-17 6.62772e-17
62.0334 6.38402e-17 6.6343e-17
62.0954 6.39052e-17 6.64088e-17
62.1575 6.39703e-17 6.64747e-17
62.2197 6.40354e-17 6.65407e-17
62.2819 6.41006e-17 6.66067e-17
62.3442 6.41658e-17 6.66728e-17
62.4065 6.42312e-17 6.6739e-17
62.4689 6.42965e-17 6.68052e-17
62.5314 6.4362e-17 6.68715e-17
62.5939 6.44275e-17 6.69379e-17
62.6565 6.44931e-17 6.70043e-17
62.7192 6.45587e-17 6.70707e-17
62.7819 6.46244e-17 6.71373e-17
62.8447 6.46902e-17 6.72039e-17
62.9075 6.47561e-17 6.72706e-17
62.9704 6.4822e-17 6.73373e-17
63.0334 6.48879e-17 6.74041e-17
63.0964 6.4954e-17 6.7471e-17
63.1595 6.50201e-17 6.75379e-17
63.2227 6.50863e-17 6.76049e-17
63.2859 6.51525e-17 6.7672e-17
63.3492 6.52188e-17 6.77391e-17
63.4125 6.52852e-17 6.78063e-17
63.476 6.53516e-17 6.78736e-17
63.5394 6.54181e-17 6.79409e-17
63.603 6.54847e-17 6.80083e-17
63.6666 6.55513e-17 6.80757e-17
63.7302 6.5618e-17 6.81433e-17
63.794 6.56848e-17 6.82108e-17
63.8578 6.57516e-17 6.82785e-17
63.9216 6.58185e-17 6.83462e-17
63.9855 6.58855e-17 6.8414e-17
64.0495 6.59525e-17 6.84818e-17
64.1136 6.60197e-17 6.85498e-17
64.1777 6.60868e-17 6.86177e-17
64.2419 6.61541e-17 6.86858e-17
64.3061 6.62214e-17 6.87539e-17
64.3704 6.62887e-17 6.88221e-17
64.4348 6.63562e-17 6.88903e-17
64.4992 6.64237e-17 6.89586e-17
64.5637 6.64913e-17 6.9027e-17
64.6283 6.65589e-17 6.90954e-17
64.6929 6.66266e-17 6.91639e-17
64.7576 6.66944e-17 6.92325e-17
64.8224 6.67623e-17 6.93012e-17
64.8872 6.68302e-17 6.93699e-17
64.9521 6.68981e-17 6.94386e-17
65.017 6.69662e-17 6.95075e-17
65.082 6.70343e-17 6.95764e-17
65.1471 6.71025e-17 6.96454e-17
65.2123 6.71708e-17 6.97144e-17
65.2775 6.72391e-17 6.97835e-17
65.3428 6.73075e-17 6.98527e-17
65.4081 6.73759e-17 6.99219e-17
65.4735 6.74445e-17 6.99913e-17
65.539 6.75131e-17 7.00606e-17
65.6045 6.75817e-17 7.01301e-17
65.6701 6.76505e-17 7.01996e-17
65.7358 6.77193e-17 7.02692e-17
65.8015 6.77881e-17 7.03388e-17
65.8673 6.78571e-17 7.04085e-17
65.9332 6.79261e-17 7.04783e-17
65.9991 6.79952e-17 7.05481e-17
66.0651 6.80643e-17 7.06181e-17
66.1312 6.81335e-17 7.0688e-17
66.1973 6.82028e-17 7.07581e-17
66.2635 6.82722e-17 7.08282e-17
66.3298 6.83416e-17 7.08984e-17
66.3961 6.84111e-17 7.09687e-17
66.4625 6.84806e-17 7.1039e-17
66.529 6.85503e-17 7.11094e-17
66.5955 6.862e-17 7.11798e-17
66.6621 6.86898e-17 7.12504e-17
66.7288 6.87596e-17 7.1321e-17
66.7955 6.88295e-17 7.13916e-17
66.8623 6.88995e-17 7.14623e-17
66.9292 6.89695e-17 7.15331e-17
66.9961 6.90397e-17 7.1604e-17
67.0631 6.91099e-17 7.1675e-17
67.1301 6.91801e-17 7.1746e-17
67.1973 6.92505e-17 7.1817e-17
67.2645 6.93209e-17 7.18882e-17
67.3317 6.93913e-17 7.19594e-17
67.3991 6.94619e-17 7.20307e-17
67.4665 6.95325e-17 7.2102e-17
67.5339 6.96032e-17 7.21734e-17
67.6015 6.96739e-17 7.22449e-17
67.6691 6.97448e-17 7.23165e-17
67.7367 6.98156e-17 7.23881e-17
67.8045 6.98866e-17 7.24598e-17
67.8723 6.99577e-17 7.25316e-17
67.9402 7.00288e-17 7.26034e-17
68.0081 7.00999e-17 7.26753e-17
68.0761 7.01712e-17 7.27473e-17
68.1442 7.02425e-17 7.28193e-17
68.2123 7.03139e-17 7.28914e-17
68.2805 7.03854e-17 7.29636e-17
68.3488 7.04569e-17 7.30359e-17
68.4172 7.05285e-17 7.31082e-17
68.4856 7.06002e-17 7.31806e-17
68.5541 7.0672e-17 7.3253e-17
68.6226 7.07438e-17 7.33256e-17
68.6912 7.08157e-17 7.33982e-17
68.7599 7.08877e-17 7.34708e-17
68.8287 7.09597e-17 7.35436e-17
68.8975 7.10318e-17 7.36164e-17
68.9664 7.1104e-17 7.36893e-17
69.0354 7.11762e-17 7.37622e-17
69.1044 7.12486e-17 7.38352e-17
69.1735 7.1321e-17 7.39083e-17
69.2427 7.13934e-17 7.39815e-17
69.3119 7.1466e-17 7.40547e-17
69.3813 7.15386e-17 7.4128e-17
69.4506 7.16113e-17 7.42014e-17
69.5201 7.16841e-17 7.42749e-17
69.5896 7.17569e-17 7.43484e-17
69.6592 7.18298e-17 7.4422e-17
69.7289 7.19028e-17 7.44956e-17
69.7986 7.19758e-17 7.45694e-17
69.8684 7.2049e-17 7.46432e-17
69.9383 7.21222e-17 7.4717e-17
70.0082 7.21955e-17 7.4791e-17
70.0782 7.22688e-17 7.4865e-17
70.1483 7.23422e-17 7.49391e-17
70.2184 7.24157e-17 7.50132e-17
70.2886 7.24892e-17 7.50875e-17
70.3589 7.25629e-17 7.51618e-17
70.4293 7.26366e-17 7.52361e-17
70.4997 7.27104e-17 7.53106e-17
70.5702 7.27842e-17 7.53851e-17
70.6408 7.28581e-17 7.54597e-17
70.7114 7.29321e-17 7.55343e-17
70.7821 7.30062e-17 7.56091e-17
70.8529 7.30804e-17 7.56839e-17
70.9238 7.31546e-17 7.57587e-17
70.9947 7.32289e-17 7.58337e-17
71.0657 7.33033e-17 7.59087e-17
71.1368 7.33777e-17 7.59838e-17
71.2079 7.34522e-17 7.6059e-17
71.2791 7.35268e-17 7.61342e-17
71.3504 7.36015e-17 7.62095e-17
71.4217 7.36762e-17 7.62849e-17
71.4932 7.3751e-17 7.63603e-17
71.5647 7.38259e-17 7.64359e-17
71.6362 7.39009e-17 7.65115e-17
71.7079 7.39759e-17 7.65871e-17
71.7796 7.40511e-17 7.66629e-17
71.8513 7.41263e-17 7.67387e-17
71.9232 7.42015e-17 7.68146e-17
71.9951 7.42769e-17 7.68906e-17
72.0671 7.43523e-17 7.69666e-17
72.1392 7.44278e-17 7.70427e-17
72.2113 7.45034e-17 7.71189e-17
72.2835 7.4579e-17 7.71951e-17
72.3558 7.46547e-17 7.72715e-17
72.4282 7.47305e-17 7.73479e-17
72.5006 7.48064e-17 7.74244e-17
72.5731 7.48823e-17 7.75009e-17
72.6457 7.49584e-17 7.75775e-17
72.7183 7.50345e-17 7.76542e-17
72.791 7.51106e-17 7.7731e-17
72.8638 7.51869e-17 7.78078e-17
72.9367 7.52632e-17 7.78848e-17
73.0096 7.53396e-17 7.79618e-17
73.0826 7.54161e-17 7.80388e-17
73.1557 7.54927e-17 7.8116e-17
73.2289 7.55693e-17 7.81932e-17
73.3021 7.5646e-17 7.82705e-17
73.3754 7.57228e-17 7.83478e-17
73.4488 7.57997e-17 7.84253e-17
73.5222 7.58766e-17 7.85028e-17
73.5957 7.59536e-17 7.85804e-17
73.6693 7.60307e-17 7.8658e-17
73.743 7.61079e-17 7.87358e-17
73.8168 7.61852e-17 7.88136e-17
73.8906 7.62625e-17 7.88915e-17
73.9645 7.63399e-17 7.89694e-17
74.0384 7.64174e-17 7.90475e-17
74.1125 7.64949e-17 7.91256e-17
74.1866 7.65726e-17 7.92038e-17
74.2608 7.66503e-17 7.9282e-17
74.335 7.67281e-17 7.93604e-17
74.4094 7.68059e-17 7.94388e-17
74.4838 7.68839e-17 7.95173e-17
74.5583 7.69619e-17 7.95958e-17
74.6328 7.704e-17 7.96745e-17
74.7074 7.71182e-17 7.97532e-17
74.7822 7.71965e-17 7.9832e-17
74.8569 7.72748e-17 7.99108e-17
74.9318 7.73532e-17 7.99898e-17
75.0067 7.74317e-17 8.00688e-17
75.0817 7.75103e-17 8.01479e-17
75.1568 7.75889e-17 8.0227e-17
75.232 7.76677e-17 8.03063e-17
75.3072 7.77465e-17 8.03856e-17
75.3825 7.78254e-17 8.0465e-17
75.4579 7.79043e-17 8.05445e-17
75.5333 7.79834e-17 8.0624e-17
75.6089 7.80625e-17 8.07036e-17
75.6845 7.81417e-17 8.07833e-17
75.7602 7.8221e-17 8.08631e-17
75.8359 7.83004e-17 8.0943e-17
75.9118 7.83798e-17 8.10229e-17
75.9877 7.84593e-17 8.11029e-17
76.0637 7.85389e-17 8.1183e-17
76.1397 7.86186e-17 8.12632e-17
76.2159 7.86984e-17 8.13434e-17
76.2921 7.87782e-17 8.14237e-17
76.3684 7.88581e-17 8.15041e-17
76.4448 7.89381e-17 8.15846e-17
76.5212 7.90182e-17 8.16651e-17
76.5977 7.90984e-17 8.17457e-17
76.6743 7.91786e-17 8.18264e-17
76.751 7.92589e-17 8.19072e-17
76.8277 7.93393e-17 8.19881e-17
76.9046 7.94198e-17 8.2069e-17
76.9815 7.95004e-17 8.215e-17
77.0585 7.9581e-17 8.22311e-17
77.1355 7.96617e-17 8.23123e-17
77.2126 7.97426e-17 8.23935e-17
77.2899 7.98234e-17 8.24748e-17
77.3672 7.99044e-17 8.25562e-17
77.4445 7.99854e-17 8.26377e-17
77.522 8.00666e-17 8.27193e-17
77.5995 8.01478e-17 8.28009e-17
77.6771 8.02291e-17 8.28826e-17
77.7548 8.03104e-17 8.29644e-17
77.8325 8.03919e-17 8.30462e-17
77.9103 8.04734e-17 8.31282e-17
77.9883 8.0555e-17 8.32102e-17
78.0662 8.06367e-17 8.32923e-17
78.1443 8.07185e-17 8.33745e-17
78.2225 8.08004e-17 8.34568e-17
78.3007 8.08823e-17 8.35391e-17
78.379 8.09644e-17 8.36215e-17
78.4574 8.10465e-17 8.3704e-17
78.5358 8.11286e-17 8.37866e-17
78.6144 8.12109e-17 8.38692e-17
78.693 8.12933e-17 8.3952e-17
78.7717 8.13757e-17 8.40348e-17
78.8504 8.14582e-17 8.41177e-17
78.9293 8.15408e-17 8.42006e-17
79.0082 8.16235e-17 8.42837e-17
79.0872 8.17063e-17 8.43668e-17
79.1663 8.17891e-17 8.445e-17
79.2455 8.18721e-17 8.45333e-17
79.3247 8.19551e-17 8.46167e-17
79.404 8.20382e-17 8.47001e-17
79.4834 8.21213e-17 8.47837e-17
79.5629 8.22046e-17 8.48673e-17
79.6425 8.2288e-17 8.4951e-17
79.7221 8.23714e-17 8.50347e-17
79.8019 8.24549e-17 8.51186e-17
79.8817 8.25385e-17 8.52025e-17
79.9615 8.26222e-17 8.52865e-17
80.0415 8.27059e-17 8.53706e-17
80.1215 8.27896e-17 8.54548e-17
80.2017 8.28734e-17 8.5539e-17
80.2819 8.29572e-17 8.56233e-17
80.3621 8.30412e-17 8.57078e-17
80.4425 8.31252e-17 8.57922e-17
80.523 8.32094e-17 8.58768e-17
80.6035 8.32936e-17 8.59615e-17
80.6841 8.33779e-17 8.60462e-17
80.7648 8.34623e-17 8.6131e-17
80.8455 8.35467e-17 8.62159e-17
80.9264 8.36313e-17 8.63009e-17
81.0073 8.37159e-17 8.63859e-17
81.0883 8.38006e-17 8.64711e-17
81.1694 8.38854e-17 8.65563e-17
81.2506 8.39703e-17 8.66416e-17
81.3318 8.40553e-17 8.6727e-17
81.4131 8.41403e-17 8.68124e-17
81.4946 8.42255e-17 8.6898e-17
81.5761 8.43107e-17 8.69836e-17
81.6576 8.4396e-17 8.70693e-17
81.7393 8.44814e-17 8.71551e-17
81.821 8.45669e-17 8.7241e-17
81.9029 8.46525e-17 8.73269e-17
81.9848 8.47381e-17 8.7413e-17
82.0667 8.48239e-17 8.74991e-17
82.1488 8.49097e-17 8.75853e-17
82.231 8.49956e-17 8.76716e-17
82.3132 8.50816e-17 8.77579e-17
82.3955 8.51677e-17 8.78444e-17
82.4779 8.52539e-17 8.79309e-17
82.5604 8.53401e-17 8.80175e-17
82.6429 8.54265e-17 8.81042e-17
82.7256 8.55129e-17 8.8191e-17
82.8083 8.55994e-17 8.82779e-17
82.8911 8.5686e-17 8.83648e-17
82.974 8.57727e-17 8.84518e-17
83.057 8.58595e-17 8.85389e-17
83.14 8.59463e-17 8.86261e-17
83.2232 8.60333e-17 8.87134e-17
83.3064 8.61203e-17 8.88008e-17
83.3897 8.62074e-17 8.88882e-17
83.4731 8.62946e-17 8.89757e-17
83.5566 8.63819e-17 8.90633e-17
83.6401 8.64693e-17 8.9151e-17
83.7238 8.65568e-17 8.92388e-17
83.8075 8.66443e-17 8.93266e-17
83.8913 8.6732e-17 8.94146e-17
83.9752 8.68197e-17 8.95026e-17
84.0592 8.69075e-17 8.95907e-17
84.1432 8.69955e-17 8.96789e-17
84.2274 8.70835e-17 8.97672e-17
84.3116 8.71715e-17 8.98556e-17
84.3959 8.72597e-17 8.9944e-17
84.4803 8.7348e-17 9.00325e-17
84.5648 8.74363e-17 9.01211e-17
84.6493 8.75248e-17 9.02098e-17
84.734 8.76133e-17 9.02986e-17
84.8187 8.77019e-17 9.03875e-17
84.9035 8.77906e-17 9.04764e-17
84.9884 8.78794e-17 9.05655e-17
85.0734 8.79683e-17 9.06546e-17
85.1585 8.80572e-17 9.07438e-17
85.2437 8.81463e-17 9.08331e-17
85.3289 8.82355e-17 9.09225e-17
85.4142 8.83247e-17 9.10119e-17
85.4997 8.8414e-17 9.11015e-17
85.5852 8.85034e-17 9.11911e-17
85.6707 8.85929e-17 9.12808e-17
85.7564 8.86825e-17 9.13706e-17
